2,12,9
4,12,2
6,3,2
8,9,7
10,14,7
12,19,7
14,20,1
16,15,6
18,14,5
20,17,2
22,14,8
24,15,4
26,4,3
28,13,7
30,11,8
32,17,9
34,9,5
36,6,1
38,10,9
40,18,7
42,12,5
44,12,6
46,19,6
48,18,8
50,10,2
52,6,9
54,13,2
56,18,4
58,13,3
60,4,3
62,12,1
64,13,7
66,6,2
68,6,8
70,9,8
72,1,8
74,13,7
76,2,6
78,10,7
80,19,2
82,12,9
84,1,7
86,1,5
88,13,5
90,19,7
92,11,2
94,18,4
96,13,2
98,20,2
100,4,7
102,11,8
104,15,1
106,5,3
108,15,5
110,10,7
112,6,3
114,2,1
116,12,6
118,18,4
120,12,5
122,17,6
124,2,5
126,17,4
128,11,8
130,3,5
132,19,7
134,9,3
136,19,4
138,5,5
140,17,7
142,8,6
144,16,3
146,3,7
148,10,4
150,10,2
152,18,1
154,2,6
156,2,7
158,9,2
160,21,2
162,6,9
164,9,4
166,6,4
168,11,3
170,2,7
172,4,8
174,9,5
176,11,1
178,10,4
180,1,2
182,13,7
184,12,7
186,16,7
188,1,4
190,6,9
192,21,9
194,4,4
196,14,1
198,10,4
200,20,1
202,14,6
204,6,4
206,16,2
208,12,9
210,2,7
212,5,7
214,6,6
216,18,6
218,4,2
220,4,4
222,1,3
224,5,6
226,5,8
228,5,5
230,7,1
232,12,6
234,1,7
236,15,7
238,20,4
240,18,2
242,20,2
244,8,6
246,13,5
248,5,8
250,14,8
252,3,5
254,1,9
256,9,6
258,8,9
260,15,3
262,7,2
264,21,3
266,21,7
268,9,5
270,2,5
272,13,6
274,16,7
276,18,1
278,9,5
280,18,4
282,17,6
284,11,9
286,18,2
288,10,6
290,13,9
292,12,1
294,17,4
296,1,1
298,7,6
300,3,7
302,12,7
304,6,6
306,4,9
308,19,9
310,12,9
312,11,7
314,6,5
316,12,7
318,3,9
320,2,2
322,21,2
324,8,6
326,6,1
328,4,1
330,21,4
332,16,1
334,9,2
336,11,3
338,2,4
340,15,6
342,3,3
344,9,9
346,13,5
348,17,1
350,2,4
352,13,6
354,20,1
356,3,9
358,5,5
360,7,2
362,12,9
364,6,5
366,21,9
368,20,1
370,14,8
372,3,8
374,15,8
376,14,8
378,17,9
380,13,3
382,11,9
384,16,3
386,21,2
388,18,5
390,21,2
392,9,1
394,8,2
396,19,8
398,21,2
400,18,6
402,16,1
404,4,9
406,9,1
408,3,3
410,14,5
412,5,5
414,11,1
416,10,7
418,13,6
420,15,1
422,17,7
424,14,7
426,13,6
428,17,9
430,10,5
432,21,6
434,18,9
436,2,3
438,1,9
440,6,4
442,8,9
444,3,9
446,12,2
448,4,7
450,21,1
452,19,2
454,16,9
456,11,8
458,6,2
460,16,9
462,6,7
464,13,7
466,17,8
468,1,4
470,9,5
472,19,2
474,6,3
476,13,7
478,4,7
480,20,4
482,13,6
484,13,1
486,4,8
488,12,9
490,17,6
492,13,7
494,7,9
496,9,6
498,3,4
500,15,3
502,17,2
504,10,1
506,11,9
508,4,5
510,2,3
512,19,2
514,11,7
516,9,8
518,13,8
520,18,1
522,19,7
524,12,6
526,5,2
528,16,2
530,14,8
532,4,4
534,8,1
536,6,8
538,8,2
540,13,6
542,9,6
544,16,4
546,15,1
548,3,5
550,16,7
552,2,2
554,4,4
556,21,9
558,11,5
560,12,8
562,12,2
564,14,2
566,5,2
568,15,6
570,18,6
572,3,4
574,21,5
576,5,7
578,19,2
580,5,7
582,13,7
584,19,1
586,2,7
588,20,4
590,3,5
592,13,6
594,2,1
596,2,2
598,19,1
600,4,8
602,14,1
604,4,6
606,15,1
608,4,4
610,11,5
612,17,8
614,14,4
616,10,6
618,21,2
620,18,4
622,10,7
624,15,6
626,17,7
628,10,2
630,15,7
632,17,5
634,5,6
636,13,7
638,11,7
640,6,9
642,19,7
644,18,5
646,11,4
648,1,8
650,9,8
652,18,3
654,17,2
656,5,7
658,10,3
660,17,9
662,13,8
664,4,5
666,15,4
668,13,5
670,13,7
672,3,7
674,18,9
676,6,1
678,6,6
680,4,2
682,20,2
684,1,2
686,11,4
688,20,7
690,16,5
692,18,5
694,16,6
696,13,9
698,4,4
700,17,2
702,14,5
704,18,9
706,13,1
708,18,3
710,13,2
712,6,6
714,13,2
716,15,5
718,14,3
720,19,5
722,12,2
724,12,3
726,13,1
728,13,6
730,10,7
732,15,8
734,3,5
736,17,7
738,12,2
740,2,5
742,3,3
744,12,8
746,2,1
748,20,2
750,19,7
752,7,1
754,12,7
756,12,9
758,16,2
760,2,7
762,17,6
764,11,5
766,3,6
768,1,6
770,14,1
772,5,9
774,6,1
776,11,9
778,12,6
780,9,8
782,19,4
784,14,9
786,20,5
788,3,9
790,9,3
792,13,9
794,5,3
796,10,3
798,19,1
800,10,5
802,2,9
804,15,1
806,9,8
808,3,3
810,21,1
812,6,6
814,6,5
816,13,7
818,10,9
820,4,6
822,17,7
824,11,4
826,21,9
828,17,1
830,14,9
832,7,7
834,5,8
836,9,1
838,3,9
840,12,3
842,6,2
844,3,2
846,4,7
848,14,3
850,3,5
852,14,7
854,11,7
856,17,6
858,12,5
860,12,1
862,15,7
864,19,7
866,12,1
868,15,3
870,14,9
872,3,3
874,6,3
876,13,2
878,12,8
880,14,2
882,10,9
884,10,2
886,10,2
888,20,5
890,11,9
892,10,5
894,9,2
896,10,1
898,10,1
900,12,6
902,5,7
904,12,1
906,15,1
908,11,1
910,11,1
912,5,5
914,13,7
916,11,8
918,3,1
920,21,5
922,20,5
924,14,4
926,19,1
928,18,6
930,20,7
932,19,4
934,17,4
936,7,8
938,2,6
940,18,8
942,12,9
944,15,9
946,12,2
948,6,1
950,18,8
952,14,8
954,17,2
956,9,9
958,3,6
960,5,9
962,2,6
964,18,1
966,6,6
968,6,5
970,14,3
972,20,3
974,15,6
976,20,7
978,11,5
980,21,9
982,2,4
984,2,3
986,18,8
988,19,4
990,7,9
992,13,5
994,2,6
996,1,6
998,9,6
1000,11,1
1002,15,6
1004,15,3
1006,8,5
1008,7,2
1010,11,5
1012,12,9
1014,9,5
1016,5,9
1018,14,7
1020,10,9
1022,15,5
1024,1,2
1026,21,9
1028,11,2
1030,13,2
1032,4,8
1034,7,4
1036,15,7
1038,15,2
1040,6,8
1042,4,4
1044,17,3
1046,18,2
1048,13,4
1050,15,3
1052,9,6
1054,17,9
1056,15,6
1058,14,8
1060,13,5
1062,5,9
1064,15,3
1066,19,4
1068,11,8
1070,2,3
1072,19,6
1074,15,7
1076,6,9
1078,2,9
1080,7,8
1082,8,9
1084,12,3
1086,6,7
1088,11,3
1090,2,7
1092,8,3
1094,5,8
1096,21,1
1098,12,4
1100,10,5
1102,5,2
1104,18,3
1106,16,7
1108,17,8
1110,9,4
1112,5,6
1114,12,5
1116,21,7
1118,17,3
1120,16,7
1122,20,5
1124,16,6
1126,7,2
1128,4,3
1130,10,3
1132,11,8
1134,2,5
1136,8,9
1138,16,1
1140,12,7
1142,12,5
1144,19,1
1146,18,7
1148,14,9
1150,10,3
1152,3,8
1154,17,9
1156,10,3
1158,2,4
1160,12,1
1162,8,2
1164,6,7
1166,15,4
1168,4,3
1170,20,8
1172,7,9
1174,19,5
1176,18,5
1178,17,2
1180,16,8
1182,10,8
1184,16,9
1186,13,5
1188,9,8
1190,19,8
1192,16,3
1194,18,8
1196,12,9
1198,12,1
1200,5,2
1202,10,5
1204,13,8
1206,1,5
1208,9,6
1210,19,1
1212,15,8
1214,14,8
1216,11,3
1218,5,3
1220,8,6
1222,15,8
1224,2,9
1226,21,1
1228,21,9
1230,13,3
1232,20,1
1234,6,2
1236,21,6
1238,17,2
1240,11,3
1242,4,9
1244,6,2
1246,8,5
1248,17,3
1250,6,7
1252,7,5
1254,21,2
1256,21,1
1258,9,3
1260,15,9
1262,1,1
1264,3,4
1266,10,7
1268,16,4
1270,1,8
1272,2,7
1274,5,6
1276,3,1
1278,5,3
1280,3,3
1282,10,3
1284,5,7
1286,21,7
1288,4,8
1290,12,2
1292,17,3
1294,14,7
1296,17,6
1298,10,2
1300,17,6
1302,4,3
1304,17,8
1306,15,9
1308,18,6
1310,18,9
1312,11,2
1314,7,2
1316,11,8
1318,8,2
1320,18,1
1322,17,4
1324,18,2
1326,13,7
1328,19,6
1330,14,5
1332,6,1
1334,15,2
1336,10,5
1338,16,5
1340,21,2
1342,5,2
1344,7,3
1346,4,5
1348,10,2
1350,2,5
1352,8,2
1354,15,9
1356,12,2
1358,15,2
1360,18,5
1362,3,1
1364,16,3
1366,7,6
1368,3,9
1370,14,1
1372,8,5
1374,6,3
1376,14,8
1378,13,6
1380,14,4
1382,2,4
1384,12,3
1386,19,8
1388,15,3
1390,13,6
1392,14,3
1394,18,3
1396,4,3
1398,15,5
1400,6,9
1402,5,9
1404,2,1
1406,8,5
1408,4,7
1410,10,2
1412,11,1
1414,10,8
1416,18,2
1418,20,3
1420,18,6
1422,17,8
1424,10,5
1426,15,4
1428,7,9
1430,4,8
1432,1,9
1434,6,8
1436,6,2
1438,2,2
1440,11,3
1442,8,2
1444,9,1
1446,13,6
1448,5,9
1450,13,5
1452,7,7
1454,10,9
1456,15,3
1458,2,8
1460,12,9
1462,20,9
1464,5,7
1466,20,7
1468,10,7
1470,3,1
1472,12,2
1474,2,6
1476,18,9
1478,20,8
1480,16,4
1482,21,8
1484,20,2
1486,5,9
1488,14,9
1490,20,1
1492,20,1
1494,21,3
1496,12,7
1498,14,4
1500,21,4
1502,5,1
1504,2,2
1506,1,7
1508,12,5
1510,11,9
1512,5,5
1514,15,3
1516,12,4
1518,17,7
1520,10,1
1522,18,5
1524,16,1
1526,12,9
1528,7,7
1530,11,3
1532,9,3
1534,21,4
1536,6,2
1538,13,2
1540,3,4
1542,6,8
1544,10,2
1546,15,9
1548,14,2
1550,15,5
1552,16,5
1554,1,1
1556,2,2
1558,17,9
1560,21,5
1562,10,7
1564,16,4
1566,10,4
1568,18,7
1570,19,4
1572,18,8
1574,16,7
1576,1,4
1578,11,2
1580,15,7
1582,13,7
1584,20,8
1586,10,8
1588,20,3
1590,12,2
1592,20,5
1594,2,1
1596,21,8
1598,5,1
1600,20,1
1602,8,8
1604,11,6
1606,15,7
1608,1,5
1610,20,6
1612,11,5
1614,8,3
1616,13,3
1618,18,4
1620,13,9
1622,6,7
1624,14,6
1626,9,8
1628,5,5
1630,15,3
1632,13,9
1634,7,5
1636,9,8
1638,12,1
1640,12,3
1642,17,8
1644,3,7
1646,5,6
1648,16,4
1650,20,6
1652,7,7
1654,7,3
1656,14,1
1658,14,3
1660,6,3
1662,6,2
1664,7,1
1666,18,6
1668,16,2
1670,8,1
1672,13,3
1674,18,3
1676,8,5
1678,11,3
1680,15,1
1682,6,6
1684,14,7
1686,6,1
1688,20,7
1690,16,2
1692,20,4
1694,20,3
1696,10,7
1698,17,2
1700,4,1
1702,8,3
1704,6,2
1706,15,2
1708,20,3
1710,15,2
1712,11,9
1714,14,6
1716,3,4
1718,14,2
1720,2,9
1722,1,9
1724,12,8
1726,2,8
1728,16,4
1730,14,5
1732,16,2
1734,17,9
1736,11,2
1738,19,4
1740,12,7
1742,12,1
1744,13,9
1746,20,2
1748,19,3
1750,7,6
1752,13,1
1754,11,4
1756,19,5
1758,14,3
1760,1,6
1762,15,5
1764,13,5
1766,21,8
1768,19,8
1770,2,7
1772,5,5
1774,2,7
1776,18,1
1778,8,5
1780,11,2
1782,2,9
1784,2,7
1786,15,2
1788,3,1
1790,19,5
1792,4,5
1794,11,5
1796,15,4
1798,13,1
1800,10,6
1802,13,3
1804,6,8
1806,17,1
1808,19,1
1810,4,9
1812,6,5
1814,1,3
1816,13,5
1818,7,5
1820,15,7
1822,14,4
1824,10,9
1826,11,2
1828,15,9
1830,2,3
1832,4,4
1834,3,1
